TCSC,MAV,STE,MEA,shannon,sample,b_power_git,energy_git,skewness,kurtosis,std_dev,rhythm
2,0.269,1334.049,1272.503,4.352,0.012,0.0144,256.6109,-3.3582,34.7618,0.5302,0
3,0.325,1345.867,1280.571,5.007,0.011,0.0166,414.9238,-3.1587,27.3085,0.6689,0
2,0.289,1340.43,1273.957,4.949,0.012,0.011,279.4735,-4.1798,36.5487,0.5353,0
3,0.306,1343.407,1282.108,4.66,0.01,0.0158,398.7152,-3.1001,29.1941,0.6637,0
2,0.244,1325.317,1272.32,4.457,0.009,0.0047,249.1211,-4.1659,43.6113,0.5284,0
12,0.123,1618.317,1392.819,3.663,0.042,0,16.121,0.981,5.2763,0.1162,0
1,0.159,1298.916,1262.824,4.025,0.007,0.0013,142.7615,-4.3749,77.4627,0.3931,0
3,0.408,1404.469,1307.608,5.65,0.012,0.0297,520.8612,-1.4847,16.5186,0.7318,0
3,0.388,1389.019,1301.411,5.474,0.011,0.0534,559.4278,-1.1516,15.3604,0.7479,0
3,0.349,1373.853,1293.732,5.194,0.01,0.0376,470.6635,-0.7396,16.8905,0.6942,0
3,0.359,1382.881,1297.463,5.221,0.012,0.0382,470.2519,-1.0986,16.4856,0.6932,0
3,0.37,1381.577,1296.314,5.089,0.012,0.0346,523.6829,-0.9349,14.9497,0.7201,0
3,0.35,1370.402,1286.503,4.947,0.014,0.0229,421.2855,-0.827,16.055,0.6525,0
5,0.439,1409.896,1306.866,5.063,0.016,0.0673,636.1747,-1.0506,11.52,0.7856,0
8,0.479,1454.348,1333.859,4.994,0.028,0.0945,755.7704,-1.063,8.43,0.838,0
7,0.382,1419.966,1315.794,5.057,0.023,0.0274,509.775,-0.9462,11.1036,0.695,0
5,0.389,1411.017,1309.536,4.782,0.023,0.0627,543.4587,-1.3045,11.0086,0.713,0
8,0.455,1446.09,1333.058,4.515,0.025,0.1188,779.8142,-1.344,8.3268,0.8364,0
10,0.568,1478.42,1343.791,4.208,0.035,0.1471,995.8499,-1.1284,6.5185,0.9542,0
8,0.428,1424.168,1316.706,4.133,0.024,0.0891,659.7848,-1.4629,9.6835,0.7773,0
8,0.46,1442.193,1327.806,4.269,0.026,0.1735,754.8457,-1.4441,8.8262,0.8245,0
8,0.486,1439.824,1320.021,4.017,0.029,0.1324,734.4369,-1.4728,8.8199,0.8168,0
0,0.52,1260.135,1255.241,4.7,0.009,15.3527,8705.3218,-16.5772,303.2051,3.6065,0
2,0.213,1341.21,1273.736,4.609,0.014,0.0081,165.9265,-5.0683,42.9952,0.3837,0
0,0.095,2498.052,2078.975,2.411,0.069,0,0.3061,-0.3891,3.2429,0.0174,0
0,0.468,1258.63,1253.534,4.28,0.007,3.314,4556.7585,-16.3443,303.7734,2.6792,0
12,0.682,1493.179,1351.858,4.993,0.046,0.2417,1365.4514,-2.1251,8.3004,1.0883,0
8,0.482,1429.743,1325.808,5.12,0.025,0.1691,888.4033,-2.6828,12.5339,0.8835,0
0,0.093,2293.189,1845.8,2.266,0.062,0,0.2913,0.5877,3.3444,0.0181,0
0,0.085,2593.406,2158.468,1.964,0.103,0,0.0853,0.1696,3.4391,0.0111,0
1,0.153,1335.932,1269.374,3.338,0.004,0.0008,60.1388,1.9681,54.8608,0.2508,0
6,0.21,1335.559,1276.533,3.49,0.014,0.007,208.6217,-4.1248,35.929,0.4382,0
26,0.621,1784.307,1488.444,4.497,0.163,0.153,610.2513,0.017,2.2371,0.7355,1
21,0.843,1730.088,1462.071,3.886,0.119,0.6442,1308.2638,-0.1384,2.7043,1.0466,1
8,0.465,1672.217,1425.372,5.121,0.067,0.0443,381.92,-1.5139,4.5288,0.5711,0
9,0.477,1676.678,1430.159,4.991,0.066,0.0298,410.2288,-1.4441,4.1701,0.5919,0
8,0.476,1669.909,1420.667,5.136,0.059,0.0362,391.9042,-1.5612,4.6518,0.5769,0
8,0.461,1673.86,1428.165,5.131,0.069,0.0418,381.0806,-1.4693,4.4221,0.5697,0
9,0.492,1700.842,1446.998,5.029,0.061,0.0328,429.4486,-1.4392,4.13,0.6052,0
8,0.471,1668.614,1421.818,5.268,0.064,0.0423,389.6324,-1.5477,4.6272,0.5748,0
8,0.481,1686.71,1439.576,4.981,0.065,0.0357,421.0832,-1.3927,4.0506,0.6011,0
9,0.462,1668.911,1418.503,5.246,0.058,0.0277,366.375,-1.5816,4.6885,0.5561,0
8,0.461,1667.492,1423.184,5.116,0.067,0.0441,379.5805,-1.504,4.549,0.5682,0
9,0.498,1712.874,1459.239,4.982,0.064,0.0361,447.4139,-1.4,3.9996,0.6177,0
8,0.474,1677.988,1428.33,5.182,0.062,0.0368,390.5417,-1.5668,4.6603,0.5756,0
8,0.469,1688.292,1440.527,5.059,0.068,0.0407,392.1316,-1.4496,4.3292,0.5805,0
9,0.489,1703.526,1447.647,5.125,0.059,0.0293,421.1261,-1.4784,4.229,0.5969,0
8,0.445,1658.931,1413.182,5.211,0.065,0.0341,344.1915,-1.5476,4.6549,0.5411,0
8,0.475,1689.292,1441.577,4.975,0.062,0.032,411.0951,-1.4081,4.0717,0.5926,0
14,0.49,1590.005,1366.908,5.281,0.085,0.0296,417.2874,-1.0121,4.4825,0.602,0
13,0.518,1734.957,1464.317,5.091,0.112,0.0353,463.6013,-1.1032,3.5579,0.6225,0
8,0.474,1686.899,1436.759,5.294,0.068,0.0327,391.7435,-1.5716,4.6984,0.5773,0
8,0.465,1682.068,1434.082,5.134,0.067,0.043,385.6421,-1.4712,4.4116,0.5732,0
9,0.472,1675.971,1428.753,5.095,0.065,0.0273,400.2453,-1.4772,4.2575,0.5843,0
9,0.455,1684.333,1432.279,5.26,0.066,0.0342,357.2171,-1.5386,4.6067,0.5515,0
9,0.463,1688.325,1442.531,5.121,0.068,0.0342,379.1046,-1.473,4.3358,0.5772,0
11,0.471,1705.749,1448.316,5.207,0.062,0.0266,391.8887,-1.4923,4.3414,0.5702,0
8,0.46,1674.794,1428.625,5.272,0.069,0.0413,375.0999,-1.5586,4.6841,0.5642,0
9,0.471,1699.603,1448.526,5.023,0.071,0.0292,399.8681,-1.3803,4.0374,0.5846,0
8,0.473,1684.613,1430.702,5.209,0.059,0.0342,382.9737,-1.5581,4.5869,0.5703,0
8,0.455,1675.389,1432.164,5.158,0.065,0.0385,373.7799,-1.5588,4.6742,0.5644,0
9,0.48,1704.925,1449.945,5.009,0.062,0.0275,407.0838,-1.4202,4.1076,0.5895,0
8,0.474,1680.345,1429.692,5.243,0.059,0.0425,390.6159,-1.5669,4.6289,0.5754,0
8,0.467,1677.151,1435.047,5.104,0.067,0.0338,393.6937,-1.4798,4.3509,0.5858,0
9,0.475,1690.835,1436.772,5.15,0.064,0.0296,399.5675,-1.4746,4.3632,0.5772,0
8,0.469,1683.671,1434.917,5.115,0.058,0.0452,387.8643,-1.5657,4.6205,0.5737,0
9,0.476,1670.281,1427.275,4.976,0.065,0.0302,415.2704,-1.4501,4.2163,0.5958,0
8,0.477,1681.854,1427.676,5.215,0.063,0.0372,389.5283,-1.5151,4.4953,0.5749,0
8,0.465,1668.519,1426.757,5.066,0.064,0.0444,390.7589,-1.5593,4.6641,0.5768,0
9,0.49,1702.908,1449.055,5.096,0.065,0.0297,427.2716,-1.4025,4.0717,0.6038,0
8,0.486,1683.783,1433.717,5.181,0.056,0.0507,413.7344,-1.5966,4.697,0.5917,0
8,0.474,1688.177,1441.845,4.958,0.071,0.0359,408.7289,-1.3824,4.0873,0.593,0
9,0.476,1684.209,1431.389,5.169,0.054,0.032,393.6142,-1.5681,4.5798,0.5761,0
8,0.467,1681.598,1434.703,5.093,0.065,0.045,390.5629,-1.5064,4.5289,0.5761,0
9,0.49,1691.93,1441.318,4.988,0.06,0.0319,430.211,-1.448,4.1453,0.6058,0
8,0.479,1693.209,1438.934,5.186,0.062,0.0401,396.9367,-1.5202,4.5144,0.5803,0
8,0.465,1664.557,1422.197,5.009,0.059,0.0405,388.6722,-1.5433,4.5813,0.5759,0
9,0.491,1713.446,1457.345,5.015,0.063,0.0305,428.2934,-1.4067,4.0737,0.6037,0
8,0.473,1690.471,1438.745,5.171,0.055,0.0439,389.159,-1.599,4.6884,0.5745,0
8,0.456,1671.128,1427.583,5.041,0.069,0.0269,377.4119,-1.4148,4.1531,0.5697,0
9,0.482,1679.525,1426.696,5.205,0.058,0.036,400.5529,-1.5485,4.5613,0.5816,0
9,0.463,1675.636,1430.638,5.12,0.062,0.0424,382.0654,-1.5749,4.6857,0.5703,0
9,0.484,1695.607,1444.584,4.964,0.063,0.0296,419.8545,-1.4067,4.0809,0.5987,0
8,0.482,1679.569,1427.724,5.184,0.055,0.0422,400.8839,-1.576,4.636,0.5828,0
9,0.465,1677.613,1435.066,5.107,0.066,0.0374,387.099,-1.5089,4.5082,0.5802,0
9,0.491,1703.116,1447.362,5.121,0.061,0.0318,430.4986,-1.4447,4.1762,0.6003,0
8,0.473,1666.921,1421.066,5.138,0.058,0.0459,393.6898,-1.6025,4.7351,0.578,0
9,0.478,1700.202,1451.117,4.929,0.064,0.032,416.5806,-1.3827,4.0603,0.5956,0
8,0.485,1677.087,1424.924,5.124,0.052,0.0371,402.0447,-1.5797,4.6256,0.5844,0
8,0.462,1669.764,1426.663,5.101,0.066,0.0423,383.6306,-1.5117,4.5623,0.5718,0
9,0.493,1689.323,1438.244,5.006,0.058,0.0321,434.6816,-1.4456,4.1389,0.6083,0
8,0.497,1704.994,1451.018,5.216,0.062,0.0503,433.1333,-1.5447,4.5703,0.6055,0
8,0.483,1680.244,1434.442,4.953,0.058,0.0423,412.4559,-1.4644,4.2795,0.6013,0
9,0.474,1679.812,1428.083,5.173,0.064,0.0287,403.9361,-1.4753,4.3438,0.5777,0
8,0.47,1668.078,1422.344,5.135,0.055,0.046,389.6024,-1.586,4.6748,0.5751,0
9,0.486,1699.839,1450.354,5.011,0.072,0.0335,430.6699,-1.3761,4.0393,0.6058,0
8,0.496,1697.026,1444.964,5.116,0.052,0.0439,432.2454,-1.597,4.6602,0.6052,0
8,0.474,1688.512,1438.845,5.071,0.066,0.0483,399.9015,-1.4597,4.3733,0.583,0
9,0.487,1684.811,1435.921,5.001,0.058,0.0314,424.8927,-1.4737,4.2401,0.6019,0
8,0.486,1701.106,1444.045,5.199,0.056,0.0478,406.2509,-1.5283,4.4713,0.5867,0
9,0.474,1685.827,1440.188,5.002,0.066,0.0384,404.7067,-1.4457,4.2606,0.5926,0
9,0.487,1693.32,1439.06,5.121,0.055,0.0364,417.4615,-1.5307,4.4381,0.5908,0
8,0.469,1675.416,1430.485,5.165,0.068,0.0484,394.8749,-1.5223,4.5885,0.579,0
9,0.487,1690.042,1440.776,5.003,0.061,0.0334,427.6237,-1.4482,4.1521,0.6041,0
8,0.483,1692.772,1439.246,5.202,0.063,0.0412,405.6956,-1.5212,4.5281,0.5864,0
8,0.47,1668.245,1425.616,5.065,0.059,0.0445,397.9246,-1.5582,4.6261,0.5817,0
9,0.497,1715.842,1458.842,4.987,0.061,0.0333,437.9429,-1.3893,4.0102,0.611,0
8,0.48,1688.499,1437.781,5.185,0.053,0.0464,402.5424,-1.6096,4.7311,0.5841,0
8,0.484,1704.049,1454.501,4.929,0.064,0.0379,424.8967,-1.388,4.0473,0.6042,0
9,0.484,1694.211,1440.857,5.169,0.055,0.0342,410.1889,-1.5696,4.6039,0.5877,0
8,0.476,1692.41,1442.026,5.12,0.064,0.0483,401.4605,-1.4974,4.4568,0.5836,0
9,0.49,1700.788,1450.978,5.023,0.059,0.0316,433.8907,-1.464,4.1905,0.6083,0
8,0.489,1704.526,1445.913,5.177,0.06,0.0429,409.4294,-1.5056,4.4345,0.5888,0
9,0.469,1675.887,1433.071,5.055,0.058,0.0417,397.0942,-1.5548,4.6184,0.5822,0
9,0.502,1720.305,1461.513,5.074,0.059,0.034,443.9211,-1.4029,4.0234,0.6142,0
9,0.479,1682.388,1433.976,5.19,0.055,0.0463,404.0603,-1.6162,4.7748,0.5851,0
8,0.486,1700.121,1450.118,4.948,0.062,0.0371,430.4232,-1.3672,3.9732,0.6066,0
9,0.483,1681.549,1431.999,5.224,0.059,0.0347,408.0983,-1.5942,4.725,0.5871,0
8,0.473,1676.536,1429.002,5.175,0.065,0.0482,397.6513,-1.5037,4.4972,0.5809,0
9,0.49,1690.345,1440.058,5.001,0.058,0.0324,428.6854,-1.4692,4.2127,0.6046,0
8,0.473,1670.626,1421.601,5.238,0.063,0.0403,386.8797,-1.5456,4.6219,0.5731,0
11,0.477,1586.407,1364.929,5.283,0.061,0.038,398.0036,-1.4662,4.7958,0.5891,0
17,0.591,1727.735,1432.442,4.887,0.223,0.0755,506.2085,0.0397,2.3172,0.6662,0
20,0.578,1777.044,1473.644,5.297,0.346,0.181,539.798,-0.4055,2.2603,0.6736,1
20,0.262,1485.943,1307.194,4.715,0.424,0.0054,109.4892,-0.4874,3.3815,0.3105,1
21,0.282,1580.09,1345.244,4.831,0.406,0.0072,115.2033,-0.5063,2.5438,0.3193,1
21,0.373,1752.179,1440.343,4.91,0.352,0.0198,200.9605,-0.2253,1.8595,0.4122,1
35,0.238,1720.202,1450.696,4.804,0.421,0.0031,89.813,-0.2244,2.9968,0.279,1
31,0.224,1625.786,1373.449,4.664,0.408,0.0016,68.1336,-0.5654,2.9728,0.2464,1
24,0.288,1537.985,1327.007,4.768,0.387,0.0068,126.6647,-0.3178,2.923,0.3334,1
25,0.287,1712.203,1421.554,4.826,0.406,0.0062,115.9139,-0.3828,2.2451,0.3163,1
21,0.326,1651.374,1375.6,4.757,0.337,0.0147,282.5189,0.007,2.5685,0.3911,1
0,2.966,1305.958,1275.329,4.487,0.019,570.0894,75344.7754,-8.4939,79.2079,8.5716,0
0,0.752,1637.522,1433.237,6.049,0.118,0.0845,642.7245,-1.3611,3.6966,0.736,0
2,0.481,1578.154,1404.596,6.031,0.105,0.0853,536.9785,-1.4357,4.118,0.672,0
14,0.257,1460.722,1307.769,4.925,0.084,0.0016,97.9994,1.0842,8.1207,0.325,0
14,0.254,1463.03,1311.732,4.662,0.074,0.0012,102.1458,1.3269,8.9592,0.3231,0
14,0.243,1451.127,1305.583,4.746,0.073,0.0014,91.0316,1.3878,10.006,0.3069,0
13,0.242,1452.58,1311.024,4.465,0.069,0.0012,100.0683,1.6503,10.0284,0.3228,0
12,0.233,1438.711,1301.91,4.489,0.073,0.0012,88.116,1.6835,11.1135,0.3008,0
13,0.234,1446.288,1310.928,4.162,0.075,0.0012,97.3208,1.9094,10.914,0.3188,0
14,0.241,1449.263,1308.645,4.482,0.075,0.0012,92.6777,1.7232,10.4196,0.3127,0
12,0.234,1440.698,1304.176,4.524,0.074,0.0014,95.6252,1.6787,10.7768,0.3121,0
12,0.241,1447.283,1309.035,4.446,0.077,0.0013,105.1706,1.6172,9.8428,0.3296,0
15,0.258,1460.974,1311.904,4.813,0.081,0.0015,101.192,1.4871,9.7138,0.3255,0
12,0.245,1449.598,1305.136,4.555,0.074,0.0013,97.8299,1.3947,9.6204,0.3153,0
13,0.245,1447.759,1308.536,4.707,0.077,0.0015,102.7934,1.6569,10.202,0.3269,0
13,0.242,1443.965,1303.094,4.525,0.078,0.0014,96.4915,1.4867,9.9041,0.3149,0
15,0.249,1457.038,1312.613,4.547,0.078,0.0015,104.4667,1.5825,9.7062,0.3282,0
13,0.254,1453.975,1308.005,4.55,0.079,0.0014,103.8091,1.4321,9.162,0.3282,0
14,0.255,1457.245,1309.678,4.657,0.082,0.0015,101.0467,1.4673,9.4492,0.3237,0
12,0.242,1450.435,1307.452,4.504,0.076,0.0015,99.6107,1.4999,9.9889,0.3176,0
14,0.248,1456.368,1311.797,4.745,0.077,0.0014,100.696,1.5376,9.8255,0.324,0
12,0.243,1445.436,1303.354,4.492,0.077,0.0014,97.9332,1.455,9.8641,0.3154,0
15,0.257,1459.691,1310.67,4.762,0.075,0.0014,98.752,1.4906,9.7285,0.3211,0
13,0.243,1445.574,1303.501,4.533,0.078,0.0012,92.5332,1.599,10.4402,0.3075,0
13,0.236,1446.242,1310.448,4.2,0.074,0.0013,100.5202,1.8282,10.602,0.3234,0
14,0.234,1447.303,1309.738,4.535,0.076,0.0012,97.1517,1.7158,10.1759,0.3193,0
14,0.237,1442.168,1307.235,4.43,0.078,0.0013,98.7362,1.8024,10.6016,0.3208,0
14,0.246,1444.657,1306.163,4.464,0.075,0.0014,98.5553,1.6712,10.1175,0.3271,0
12,0.244,1445.344,1304.266,4.488,0.078,0.0014,103.1306,1.5172,10.1462,0.3175,0
12,0.252,1457.916,1308.74,4.775,0.077,0.0015,95.7097,1.4009,10.0399,0.3134,0
11,0.255,1462.946,1314.133,4.606,0.07,0.0013,103.7385,1.5013,9.544,0.3294,0
11,0.24,1443.512,1303.654,4.631,0.072,0.0014,94.3678,1.5693,10.6614,0.3103,0
14,0.25,1447.494,1306.141,4.567,0.075,0.0015,105.0753,1.5277,9.4991,0.3304,0
13,0.247,1452.518,1310.395,4.549,0.078,0.0016,105.6421,1.5884,9.6966,0.3301,0
14,0.252,1448.87,1306.085,4.675,0.076,0.0013,100.4173,1.5323,9.8224,0.3237,0
13,0.24,1439.279,1302.744,4.433,0.077,0.0014,97.1091,1.7052,10.777,0.3151,0
13,0.249,1453.808,1310.195,4.473,0.077,0.0013,102.5431,1.6074,9.7894,0.3263,0
14,0.24,1453.834,1311.072,4.59,0.078,0.0012,92.4405,1.658,10.1999,0.3113,0
14,0.237,1450.002,1312.015,4.264,0.077,0.0012,97.9715,1.8192,10.4698,0.3209,0
12,0.228,1435.136,1302.089,4.287,0.075,0.0012,89.7756,1.8518,11.4257,0.3014,0
14,0.237,1448.946,1310.666,4.421,0.075,0.0012,98.8887,1.7103,10.1712,0.3216,0
13,0.246,1449.104,1308.763,4.494,0.082,0.0015,102.9187,1.6475,9.917,0.3274,0
13,0.26,1461.502,1312.141,4.729,0.084,0.0016,105.8152,1.4459,9.344,0.3289,0
13,0.253,1457.301,1308.398,4.654,0.085,0.0016,101.5173,1.3435,9.3748,0.3212,0
12,0.249,1453.05,1309.952,4.723,0.076,0.0014,104.7059,1.5313,9.8331,0.3288,0
11,0.246,1453.703,1307.411,4.57,0.077,0.0014,99.0795,1.4003,9.6753,0.3165,0
15,0.25,1461.255,1313.346,4.762,0.078,0.0015,101.1059,1.4688,9.527,0.3231,0
11,0.251,1463.797,1310.292,4.674,0.079,0.0015,98.2011,1.2524,8.9612,0.3136,0
14,0.252,1461.891,1311.414,4.519,0.081,0.0014,102.529,1.3279,8.729,0.3241,0
14,0.251,1456.093,1310.003,4.555,0.093,0.0017,105.8077,1.4336,9.0165,0.3298,0
15,0.257,1468.106,1314.848,4.805,0.083,0.0015,102.0089,1.3348,8.9052,0.3255,0
13,0.254,1461.296,1309.726,4.687,0.08,0.0016,100.2522,1.2922,9.2086,0.3186,0
12,0.249,1458.633,1313.251,4.477,0.077,0.0015,105.7644,1.5777,9.6573,0.3286,0
14,0.256,1459.569,1311.909,4.758,0.077,0.0015,101.8929,1.476,9.6273,0.3259,0
12,0.244,1451.354,1306.22,4.506,0.075,0.0013,96.493,1.4537,9.8343,0.3129,0
9,0.242,1450.498,1312.162,4.518,0.072,0.0012,98.9107,1.8494,11.0343,0.3227,0
12,0.234,1439.063,1302.195,4.387,0.075,0.0014,97.9346,1.5157,9.9422,0.3151,0
16,0.268,1477.48,1317.204,4.728,0.082,0.0016,106.7175,1.2078,8.3055,0.3315,0
15,0.256,1472.105,1315.79,4.784,0.086,0.0015,97.738,1.279,8.8252,0.3177,0
14,0.247,1460.08,1309.657,4.644,0.086,0.0015,100.0488,1.2249,8.7776,0.3171,0
15,0.248,1456.287,1311.708,4.551,0.084,0.0016,108.5582,1.4766,9.146,0.3332,0
16,0.254,1474.251,1318.21,4.749,0.083,0.0016,105.4911,1.23,8.278,0.3283,0
16,0.26,1474.377,1315.018,4.874,0.08,0.0015,98.3443,1.1491,8.4753,0.3178,0
13,0.252,1459.67,1308.049,4.61,0.082,0.0015,98.9563,1.2528,8.989,0.3155,0
16,0.256,1466.976,1313.915,4.625,0.09,0.0017,103.9271,1.3194,8.7194,0.3272,0
15,0.254,1465.18,1313.408,4.609,0.089,0.0016,103.0016,1.3618,8.8284,0.3254,0
14,0.246,1450.899,1309.598,4.373,0.082,0.0014,100.5041,1.6665,9.9935,0.324,0
14,0.234,1437.703,1306.681,4.18,0.078,0.0014,102.1346,1.8996,10.8408,0.3258,0
14,0.242,1455.782,1313.322,4.49,0.079,0.0013,99.3791,1.6406,9.8366,0.3225,0
14,0.246,1450.461,1309.513,4.501,0.082,0.0016,105.3055,1.6283,9.7317,0.3294,0
15,0.254,1461.846,1313.093,4.652,0.085,0.0015,102.0064,1.4834,9.4597,0.324,0
12,0.247,1452.324,1306.084,4.496,0.079,0.0015,101.2545,1.3717,9.2766,0.3188,0
15,0.251,1461.764,1313.349,4.627,0.086,0.0016,104.5915,1.4256,9.0294,0.3278,0
15,0.255,1458.617,1310.127,4.586,0.087,0.0015,103.268,1.4277,9.0619,0.3262,0
14,0.251,1457.958,1311.834,4.559,0.08,0.0013,96.9054,1.6251,9.9824,0.3187,0
15,0.236,1442.426,1307.113,4.401,0.077,0.0013,100.1661,1.7421,10.2728,0.3214,0
11,0.252,1457.136,1310.879,4.569,0.088,0.0015,103.0056,1.4767,9.2397,0.3286,0
16,0.249,1459.703,1307.935,4.606,0.082,0.0014,96.1078,1.2803,9.0595,0.3096,0
20,0.26,1483.333,1320.914,4.758,0.088,0.0015,100.4608,1.1972,8.2883,0.3212,0
22,0.255,1471.941,1318.492,4.608,0.111,0.0016,104.9624,1.3506,8.2027,0.3317,0
25,0.28,1479.774,1316.018,4.61,0.212,0.0017,107.5294,1.13,6.9386,0.3397,0
13,0.302,1490.385,1318.027,4.339,0.125,0.0014,97.0185,0.8777,6.5847,0.3233,0
12,0.309,1496.851,1321.672,4.702,0.122,0.0017,103.6688,0.8224,6.1959,0.3281,0
15,0.39,1479.864,1310.926,4.653,0.107,0.0024,155.8541,1.2428,9.0396,0.3976,0
25,0.478,1561.626,1347.94,4.783,0.311,0.0274,373.7061,0.1733,3.8307,0.5704,1
17,0.589,1786.413,1502.527,4.625,0.306,0.0198,223.0652,-0.209,3.0003,0.4876,1
22,0.366,1731.883,1464.379,4.519,0.371,0.0031,107.7358,-0.1409,2.4523,0.317,1
31,0.248,1643.83,1399.252,4.551,0.418,0.0027,89.9507,0.0715,2.9593,0.2926,1
35,0.367,1543.572,1335.481,4.497,0.498,0.0052,152.0974,-0.1099,3.1318,0.4083,1
33,0.402,1684.589,1415.447,4.593,0.404,0.0118,219.9752,0.1248,2.4549,0.4457,1
51,0.338,1619.856,1380.827,4.762,0.439,0.0064,153.1144,0.0853,2.971,0.3806,1
31,0.587,1593.973,1363.422,4.724,0.412,0.1116,482.0928,-0.244,2.4746,0.674,1
9,0.479,1376.894,1269.575,4.892,0.4,0.0229,277.7744,1.372,13.8979,0.5272,1
36,0.441,1647.807,1400.253,4.487,0.413,0.0179,261.3718,0.0179,2.8459,0.4932,1
25,1.033,1584.593,1433.034,3.778,0.224,0.185,881.3227,0.6277,4.2575,1.0024,1
35,0.578,1719.87,1454.818,4.806,0.419,0.0233,277.7926,0.09,2.6347,0.5077,1
45,0.541,1726.586,1452.447,4.528,0.416,0.0343,303.6823,0.2503,2.9516,0.5258,1
25,0.591,1754.901,1468.057,4.663,0.395,0.0696,388.2794,-0.0193,2.4407,0.594,1
35,0.536,1711.632,1437.656,4.572,0.396,0.0904,398.2121,0.0147,2.4062,0.6049,1
10,0.625,1421.323,1287.569,4.688,0.32,0.0382,401.9101,2.2503,18.7043,0.6615,1
24,0.404,1712.81,1441.947,4.749,0.393,0.0078,171.1689,-0.2059,2.8189,0.3937,1
0,15.786,1659.036,1652.23,2.968,0.008,4295.2918,154307.9542,0.6502,4.308,15.7957,0
0,0.133,2322.976,1845.216,3.952,0.006,7.3508,5598.4704,2.463,14.6655,3.0017,0
1,0.147,1287.479,1253.631,2.185,0.006,0,14.9489,14.3579,270.1895,0.1661,0
9,0.294,1438.743,1311.97,5.306,0.11,0.0082,181.5427,-3.1306,16.8939,0.413,0
5,0.285,1445.649,1311.64,4.984,0.123,0.0052,174.722,-2.6573,14.1369,0.4028,0
3,0.265,1427.094,1305.564,4.813,0.132,0.0055,165.4705,-2.7501,15.0538,0.3919,0
8,0.253,1407.866,1300.372,5.211,0.145,0.0077,176.4427,-3.2228,18.1085,0.4011,0
8,0.26,1419.004,1301.163,5.114,0.108,0.0079,165.7753,-2.8947,15.659,0.3906,0
4,0.312,1466.945,1326.362,5.089,0.124,0.0037,228.0148,-2.638,12.0706,0.4553,0
10,0.256,1412.695,1294.296,5.321,0.21,0.0034,131.7662,-2.7318,16.028,0.3568,0
6,0.162,1380.273,1281.008,4.424,0.329,0.0007,63.9537,-2.8226,20.1987,0.2441,0
3,0.19,1436.361,1303.733,4.539,0.248,0.001,69.8913,-2.0302,12.9435,0.261,0
6,0.221,1440.809,1309.258,5.154,0.207,0.0022,104.3522,-2.5436,13.9643,0.3138,0
4,0.155,1337.58,1269.087,4.697,0.292,0.0009,68.184,-4.3883,36.9937,0.2626,0
13,0.228,1444.186,1311.941,4.881,0.195,0.0017,118.2457,-2.3649,11.9779,0.3334,0
10,0.229,1475.185,1326.935,4.924,0.225,0.0013,101.4536,-2.329,12.7517,0.3088,0
4,0.165,1343.841,1269.737,4.143,0.186,0.0006,68.6436,-4.0526,36.341,0.2621,0
6,0.212,1456.906,1321.692,5.063,0.123,0.0033,102.7726,-2.3733,12.6304,0.3093,0
7,0.182,1382.447,1285.393,4.487,0.227,0.002,85.6353,-2.865,19.9846,0.2831,0
17,0.25,1468.542,1325.262,5.084,0.152,0.0015,138.462,-2.336,10.623,0.3608,0
11,0.246,1477.299,1320.049,5.33,0.172,0.0021,103.7265,-2.0225,11.0197,0.3169,0
3,0.197,1352.117,1273.094,4.776,0.163,0.0016,101.0106,-3.9781,30.4664,0.3141,0
4,0.174,1340.162,1273.011,4.726,0.139,0.0011,103.3986,-4.678,36.3002,0.3207,0
4,0.277,1420.998,1308.698,5.369,0.16,0.0103,207.7531,-3.0717,15.1105,0.4456,0
10,0.388,1493.825,1322.611,5.201,0.231,0.0078,237.33,-1.6878,8.9509,0.4841,0
5,0.449,1453.001,1304.798,5.406,0.137,0.0113,343.5051,0.0528,9.1191,0.5959,0
8,0.798,1652.976,1434.051,3.546,0.122,0.4728,1371.865,0.4376,4.0217,1.0804,0
16,1.19,1864.09,1551.858,3.364,0.416,2.7912,2351.5452,-0.2328,2.1845,1.3955,1
22,0.772,1733.033,1454.997,4.409,0.467,0.2921,1011.0443,-0.1164,2.5657,0.9265,1
10,0.817,1673.444,1466.519,4.617,0.155,0.6138,1426.0586,-0.1226,4.0429,1.135,0
4,0.366,1435.474,1313.38,4.371,0.307,0.0194,295.8408,-1.7336,10.342,0.5678,0
5,0.287,1415.787,1300.64,4.977,0.279,0.0115,204.7096,-2.228,13.3407,0.4416,0
17,0.343,1452.415,1316.361,5.364,0.337,0.0109,266.3272,-2.7351,13.3388,0.4906,0
14,0.372,1428.917,1299.346,5.112,0.317,0.0212,280.1227,-2.1128,11.9515,0.5161,0
43,0.357,1485.004,1318.781,4.818,0.832,0.0056,178.2514,-1.4133,8.9053,0.4415,0
20,0.363,1466.639,1322.806,5.318,0.23,0.0095,284.5185,-2.2879,11.1074,0.5144,0
37,0.386,1472.557,1319.539,4.982,0.388,0.009,226.4477,-1.0118,7.7775,0.5105,0
12,0.187,1385.771,1285.922,3.981,0.476,0.0005,47.9225,-0.2672,15.4776,0.2661,0
10,0.246,1406.706,1296.923,5.042,0.243,0.0034,171.6896,-2.8818,15.1409,0.3904,0
